education,balance,day,month,pdays,previous,y,unemployed,unknown_employment,single,Default,Housing,Loan,Called,days_since_contacted,months_last_contacted,box_cox_duration,Contact_campaign,Previous_outcome_1,Previous_outcome_2,Age
1,0,5,5,0,0,0,0,0,0,0,0,0,1,26,7,2.622311847,1,0,1,0
1,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,2.964606773,1,0,1,0
1,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,2.228807384,1,0,1,0
3,0,5,5,0,0,0,0,0,1,0,1,0,1,26,7,3.314454017,1,0,1,1
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,2.876691203,1,0,1,0
3,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,2.855950791,1,0,1,0
2,0,5,5,0,0,0,0,0,0,0,0,1,1,26,7,1.838416287,1,0,1,1
2,0,5,5,0,0,0,1,0,1,0,1,0,1,26,7,3.484918483,1,0,1,0
3,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,3.852845003,1,0,1,0
2,0,5,5,0,0,0,0,0,1,0,1,0,1,26,7,2.867875844,1,0,1,1
2,0,5,5,0,0,0,0,0,1,0,0,0,1,26,7,2.701920077,1,0,1,0
1,0,5,5,0,0,0,0,0,0,0,1,1,1,26,7,2.919222328,1,0,1,0
1,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,3.099368441,1,0,1,1
1,0,5,5,0,0,0,1,0,1,0,1,0,1,26,7,2.546107613,1,0,1,0
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,3.009812147,1,0,1,0
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,3.490325675,1,0,1,0
3,0,5,5,0,0,0,0,0,1,0,1,0,1,26,7,3.252522254,1,0,1,1
3,0,5,5,0,0,0,0,0,1,0,0,0,1,26,7,2.818928111,1,0,1,0
1,0,5,5,0,0,0,0,0,0,0,0,0,1,26,7,2.501757527,1,0,1,0
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,2.39621299,1,0,1,0
2,0,5,5,0,0,0,0,0,0,0,1,1,1,26,7,2.634879413,1,0,1,0
3,0,5,5,0,0,0,0,0,0,0,0,1,1,26,7,2.809361392,1,0,1,0
2,0,5,5,0,0,0,0,0,1,0,1,0,1,26,7,3.045511602,1,0,1,1
2,0,5,5,0,0,0,0,0,1,0,1,1,1,26,7,2.275443032,1,0,1,1
2,0,5,5,0,0,0,0,0,0,0,1,1,1,26,7,2.390115677,1,0,1,1
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,2.698156943,1,0,1,1
2,1,5,5,0,0,1,0,0,0,0,1,0,1,26,7,3.568910958,1,0,1,0
2,0,5,5,0,0,0,0,0,1,0,1,0,1,26,7,3.217835355,1,0,1,1
2,1,5,5,0,0,0,0,0,1,0,1,0,1,26,7,2.840758702,1,0,1,1
2,0,5,5,0,0,0,0,0,1,0,1,1,1,26,7,2.511886432,1,0,1,0
3,0,5,5,0,0,0,1,0,1,0,1,0,1,26,7,2.626527804,1,0,1,1
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,2.864913156,1,0,1,1
2,0,5,5,0,0,0,0,0,1,0,1,0,1,26,7,2.671208461,1,0,1,1
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,3.503698962,1,0,1,1
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,3.520784576,1,0,1,0
1,0,5,5,0,0,0,0,0,1,0,1,0,1,26,7,2.769730547,1,0,1,0
2,0,5,5,0,0,0,0,0,1,0,1,0,1,26,7,3.131217958,1,0,1,1
3,0,5,5,0,0,0,1,0,0,0,0,0,1,26,7,2.150560013,1,0,1,0
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,2.896850171,1,0,1,1
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,2.501757527,1,0,1,0
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,2.345587669,1,0,1,1
1,0,5,5,0,0,0,0,0,1,0,1,0,1,26,7,2.749032856,1,0,1,0
2,0,5,5,0,0,0,1,0,0,0,1,0,1,26,7,3,1,0,1,0
1,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,2.843823174,1,0,1,0
1,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,3.568910958,1,0,1,0
2,0,5,5,0,0,0,1,0,1,0,1,0,1,26,7,3.606334171,1,0,1,1
3,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,4.58804296,1,0,1,0
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,2.431553251,1,0,1,0
1,0,5,5,0,0,0,0,0,0,0,0,0,1,26,7,2.57858214,1,0,1,0
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,2.57858214,1,0,1,0
2,0,5,5,0,0,0,1,0,1,0,1,0,1,26,7,2.987551438,1,0,1,0
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,2.475691866,1,0,1,0
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,2.639015822,1,0,1,0
3,0,5,5,0,0,0,0,0,1,0,1,0,1,26,7,2.828366697,1,0,1,0
2,0,5,5,0,0,0,0,0,1,0,1,0,1,26,7,3.13536803,1,0,1,0
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,3.542638514,1,0,1,0
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,3.063887063,1,0,1,0
2,0,5,5,0,0,0,0,0,1,0,1,0,1,26,7,2.962013062,1,0,1,1
3,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,2.506842442,1,0,1,0
2,1,5,5,0,0,0,0,0,0,0,1,0,1,26,7,2.992555739,1,0,1,0
3,0,5,5,0,0,1,0,0,0,0,0,0,1,26,7,3.677926219,1,0,1,0
1,0,5,5,0,0,0,0,0,0,0,0,0,1,26,7,2.974891866,1,0,1,0
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,4.024693234,1,0,1,1
2,1,5,5,0,0,0,0,0,0,0,1,1,1,26,7,3.017088168,1,0,1,0
1,0,5,5,0,0,0,1,0,1,0,0,0,1,26,7,2.679019145,1,0,1,1
2,0,5,5,0,0,0,0,0,1,0,1,0,1,26,7,2.647211681,1,0,1,0
2,0,5,5,0,0,0,0,0,1,0,1,0,1,26,7,3.334106308,1,0,1,0
2,0,5,5,0,0,0,1,0,0,0,1,0,1,26,7,2.822088352,1,0,1,0
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,1.801983127,1,0,1,1
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,3.405438923,1,0,1,0
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,3.724807483,1,0,1,0
3,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,3.155795609,1,0,1,1
2,0,5,5,0,0,0,0,0,1,0,1,0,1,26,7,3.688791774,1,0,1,1
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,4.040574704,1,0,1,1
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,3.340555305,1,0,1,1
3,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,2.709384058,1,0,1,1
1,0,5,5,0,0,0,1,0,0,0,1,0,1,26,7,2.783192813,1,0,1,0
2,1,5,5,0,0,0,0,0,0,0,0,0,1,26,7,2.68673979,1,0,1,0
2,0,5,5,0,0,0,0,0,1,0,1,1,1,26,7,3.219698607,1,0,1,1
3,0,5,5,0,0,0,0,0,1,0,1,0,1,26,7,3.547703064,1,0,1,1
2,1,5,5,0,0,0,1,0,0,0,1,0,1,26,7,2.799662559,1,0,1,0
3,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,2.932864149,1,0,1,1
3,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,2.694372696,1,0,1,0
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,2.318541963,1,0,1,0
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,3.110130396,1,0,1,1
2,0,5,5,0,0,0,0,0,1,0,1,0,1,26,7,3.147688127,1,0,1,1
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,3.012245305,1,0,1,1
3,0,5,5,0,0,0,0,0,1,0,0,1,1,26,7,2.501757527,1,0,1,0
3,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,3.031433133,1,0,1,0
1,1,5,5,0,0,0,0,0,1,0,1,0,1,26,7,2.414141771,1,0,1,0
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,3.566441976,1,0,1,0
3,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,3.099368441,1,0,1,0
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,3.433236143,1,0,1,0
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,3.424555283,1,0,1,1
2,1,5,5,0,0,0,0,0,0,0,1,0,1,26,7,3.282350807,1,0,1,0
3,0,5,5,0,0,0,0,0,0,0,1,1,1,26,7,2.111785765,1,0,1,0
3,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,3.019497986,1,0,1,0
2,0,5,5,0,0,0,1,0,0,0,1,0,1,26,7,2.927437906,1,0,1,0
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,3.101532807,1,0,1,1
2,0,5,5,0,0,0,1,0,0,0,1,0,1,26,7,2.930156052,1,0,1,0
1,0,5,5,0,0,0,0,0,1,0,0,0,1,26,7,3.256088625,1,0,1,0
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,2.913693459,1,0,1,1
1,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,3.103691148,1,0,1,0
3,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,2.786518023,1,0,1,0
1,0,5,5,0,0,0,0,0,0,0,0,0,1,26,7,2.815753634,1,0,1,0
3,0,5,5,0,0,0,0,0,0,0,1,1,1,26,7,2.634879413,1,0,1,0
2,0,5,5,0,0,0,1,0,0,0,1,0,1,26,7,3.239915199,1,0,1,0
1,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,2.809361392,1,0,1,1
2,0,5,5,0,0,0,0,0,1,0,1,0,1,26,7,3.129134645,1,0,1,1
2,0,5,5,0,0,0,1,0,0,0,0,1,1,26,7,2.671208461,1,0,1,0
1,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,2.626527804,1,0,1,0
3,0,5,5,0,0,0,0,0,1,0,1,0,1,26,7,1.933182045,1,0,1,1
2,1,5,5,0,0,0,0,0,1,0,1,0,1,26,7,2.622311847,1,0,1,0
1,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,1.782602458,1,0,1,0
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,3.73821755,1,0,1,1
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,3.754462453,1,0,1,0
1,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,3.009812147,1,0,1,0
1,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,2.091279105,1,0,1,0
2,0,5,5,0,0,0,0,0,1,0,1,0,1,26,7,2.828366697,1,0,1,0
1,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,2.39621299,1,0,1,1
2,0,5,5,0,0,0,0,0,1,0,1,0,1,26,7,2.902508125,1,0,1,0
1,0,5,5,0,0,0,0,0,1,0,1,1,1,26,7,3.296020622,1,0,1,0
2,0,5,5,0,0,0,0,0,0,0,1,1,1,26,7,2.634879413,1,0,1,0
2,0,5,5,0,0,0,0,0,0,0,0,0,1,26,7,2.727692374,1,0,1,1
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,2.592012982,1,0,1,0
3,1,5,5,0,0,0,0,0,0,0,1,0,1,26,7,2.972333915,1,0,1,0
2,0,5,5,0,0,0,0,0,1,0,1,0,1,26,7,2.822088352,1,0,1,1
3,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,2.080716549,1,0,1,0
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,3.090649967,1,0,1,0
2,1,5,5,0,0,0,0,0,0,0,1,0,1,26,7,3.72168526,1,0,1,0
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,2.186724148,1,0,1,0
2,0,5,5,0,0,0,0,0,0,0,1,1,1,26,7,2.828366697,1,0,1,0
2,0,5,5,0,0,0,0,0,1,0,1,0,1,26,7,2.694372696,1,0,1,1
2,0,5,5,0,0,0,0,0,1,0,1,0,1,26,7,2.959410235,1,0,1,1
3,0,5,5,0,0,0,0,0,1,0,1,0,1,26,7,2.600814587,1,0,1,0
1,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,3.247143191,1,0,1,0
2,0,5,5,0,0,0,0,0,1,0,1,0,1,26,7,2.358655818,1,0,1,0
2,1,5,5,0,0,0,0,0,1,0,1,0,1,26,7,2.318541963,1,0,1,1
2,0,5,5,0,0,0,0,0,0,0,1,1,1,26,7,3.227108809,1,0,1,1
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,3.193211001,1,0,1,0
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,3.607515801,1,0,1,0
3,0,5,5,0,0,0,0,0,1,0,1,0,1,26,7,2.574042354,1,0,1,1
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,2.65530728,1,0,1,1
3,0,5,5,0,0,0,0,0,1,0,1,0,1,26,7,2.252607878,1,0,1,0
1,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,2.727692374,1,0,1,0
3,0,5,5,0,0,0,1,0,1,0,1,0,1,26,7,2.454019455,1,0,1,1
3,0,5,5,0,0,0,0,0,1,0,1,0,1,26,7,2.731295679,1,0,1,1
2,0,5,5,0,0,0,0,0,1,0,1,0,1,26,7,3.607515801,1,0,1,0
1,0,5,5,0,0,0,0,0,0,0,1,1,1,26,7,2.560227376,1,0,1,0
1,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,3.412842121,1,0,1,0
3,0,5,5,0,0,1,0,0,1,0,1,1,1,26,7,3.547703064,1,0,1,0
1,0,5,5,0,0,0,0,0,1,0,1,0,1,26,7,3.950344894,1,0,1,0
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,1.584893192,1,0,1,0
2,0,5,5,0,0,0,0,0,1,0,0,0,1,26,7,2.596428703,1,0,1,0
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,2.470344749,1,0,1,1
2,0,5,5,0,0,0,1,0,0,0,1,0,1,26,7,2.698156943,1,0,1,0
2,0,5,5,0,0,0,0,0,1,0,1,0,1,26,7,2.852938178,1,0,1,0
2,0,5,5,0,0,0,0,0,0,0,0,0,1,26,7,2.977441049,1,0,1,0
2,0,5,5,0,0,0,0,0,1,0,1,0,1,26,7,2.37144061,1,0,1,1
3,0,5,5,0,0,0,0,0,0,0,0,0,1,26,7,2.852938178,1,0,1,1
1,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,3.619247808,1,0,1,0
2,0,5,5,0,0,0,0,0,0,0,1,1,1,26,7,2.228807384,1,0,1,0
3,0,5,5,0,0,0,0,0,0,0,0,0,1,26,7,3.149722833,1,0,1,0
1,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,2.745521947,1,0,1,0
2,0,5,5,0,0,0,0,0,1,0,1,0,1,26,7,1.379729661,1,0,1,1
2,0,5,5,0,0,0,0,0,1,0,1,0,1,26,7,2.954176939,1,0,1,1
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,2.626527804,1,0,1,0
3,0,5,5,0,0,0,0,0,1,0,1,0,1,26,7,1.148698355,1,0,1,0
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,3.099368441,1,0,1,1
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,2.773120681,1,0,1,0
3,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,2.501757527,1,0,1,1
2,0,5,5,0,0,0,1,0,1,0,1,0,1,26,7,2.956798218,1,0,1,1
3,0,5,5,0,0,0,0,0,0,0,0,0,1,26,7,2.605171085,1,0,1,0
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,3.248940172,1,0,1,1
1,0,5,5,0,0,0,0,0,1,0,1,0,1,26,7,3.239915199,1,0,1,0
2,0,5,5,0,0,0,0,0,1,0,1,0,1,26,7,2.885399812,1,0,1,1
2,0,5,5,0,0,0,1,0,1,0,1,0,1,26,7,2.896850171,1,0,1,1
1,0,5,5,0,0,0,0,0,1,0,1,0,1,26,7,2.630716865,1,0,1,0
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,2.30453162,1,0,1,0
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,3.057047961,1,0,1,0
2,0,5,5,0,0,0,1,0,0,0,1,0,1,26,7,3.012245305,1,0,1,0
2,0,5,5,0,0,0,0,0,1,0,1,0,1,26,7,2.927437906,1,0,1,1
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,2.899684668,1,0,1,0
3,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,2.420001407,1,0,1,0
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,2.541330642,1,0,1,0
2,0,5,5,0,0,0,0,0,0,0,1,1,1,26,7,2.852938178,1,0,1,0
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,2.541330642,1,0,1,0
1,0,5,5,0,0,0,0,0,1,0,1,1,1,26,7,3.151752295,1,0,1,0
2,0,5,5,0,0,0,0,0,1,0,1,1,1,26,7,2.924709627,1,0,1,1
3,0,5,5,0,0,0,0,0,1,0,0,0,1,26,7,2.65530728,1,0,1,1
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,3.241728247,1,0,1,0
2,0,5,5,0,0,0,0,0,0,0,1,1,1,26,7,3.397970784,1,0,1,1
2,0,5,5,0,0,0,0,0,1,0,1,0,1,26,7,3.252522254,1,0,1,0
1,0,5,5,0,0,0,1,0,1,0,0,0,1,26,7,2.671208461,1,0,1,0
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,3.29092103,1,0,1,0
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,2.802910436,1,0,1,0
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,2.951546323,1,0,1,0
3,1,5,5,0,0,0,0,0,1,0,0,0,1,26,7,2.716766686,1,0,1,1
2,0,5,5,0,0,0,0,0,1,0,1,0,1,26,7,2.873764756,1,0,1,1
3,0,5,5,0,0,0,0,0,1,0,0,0,1,26,7,2.564865499,1,0,1,0
2,0,5,5,0,0,0,0,0,1,0,1,0,1,26,7,2.969767129,1,0,1,0
3,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,3.161821997,1,0,1,0
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,2.992555739,1,0,1,0
2,0,5,5,0,0,0,0,0,0,0,0,0,1,26,7,3.67354381,1,0,1,0
2,0,5,5,0,0,0,0,0,1,0,1,0,1,26,7,2.698156943,1,0,1,1
3,1,5,5,0,0,0,0,0,1,0,1,0,1,26,7,2.806143329,1,0,1,0
3,1,5,5,0,0,0,0,0,1,0,1,0,1,26,7,3.155795609,1,0,1,0
2,0,5,5,0,0,0,0,0,0,0,1,0,1,26,7,2.667268608,1,0,1,0
2,0,5,5,0,0,0,0,0,1,0,1,0,1,26,7,2.709384058,1,0,1,0
